indice,recorte_origen,recorte_aumentado,ruta_origen,ruta_aumentada
684,taxi_recorte_train_0098.jpg,taxi_recorte_aug_00684.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0098.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00684.jpg
685,taxi_recorte_train_0358.jpg,taxi_recorte_aug_00685.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0358.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00685.jpg
686,taxi_recorte_train_0058.jpg,taxi_recorte_aug_00686.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0058.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00686.jpg
687,taxi_recorte_train_0107.jpg,taxi_recorte_aug_00687.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0107.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00687.jpg
688,taxi_recorte_train_0401.jpg,taxi_recorte_aug_00688.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0401.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00688.jpg
689,taxi_recorte_train_0502.jpg,taxi_recorte_aug_00689.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0502.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00689.jpg
690,taxi_recorte_train_0064.jpg,taxi_recorte_aug_00690.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0064.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00690.jpg
691,taxi_recorte_train_0262.jpg,taxi_recorte_aug_00691.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0262.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00691.jpg
692,taxi_recorte_train_0415.jpg,taxi_recorte_aug_00692.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0415.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00692.jpg
693,taxi_recorte_train_0145.jpg,taxi_recorte_aug_00693.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0145.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00693.jpg
694,taxi_recorte_train_0152.jpg,taxi_recorte_aug_00694.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0152.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00694.jpg
695,taxi_recorte_train_0307.jpg,taxi_recorte_aug_00695.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0307.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00695.jpg
696,taxi_recorte_train_0162.jpg,taxi_recorte_aug_00696.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0162.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00696.jpg
697,taxi_recorte_train_0148.jpg,taxi_recorte_aug_00697.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0148.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00697.jpg
698,taxi_recorte_train_0019.jpg,taxi_recorte_aug_00698.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0019.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00698.jpg
699,taxi_recorte_train_0447.jpg,taxi_recorte_aug_00699.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0447.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00699.jpg
700,taxi_recorte_train_0338.jpg,taxi_recorte_aug_00700.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0338.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00700.jpg
701,taxi_recorte_train_0017.jpg,taxi_recorte_aug_00701.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0017.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00701.jpg
702,taxi_recorte_train_0030.jpg,taxi_recorte_aug_00702.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0030.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00702.jpg
703,taxi_recorte_train_0375.jpg,taxi_recorte_aug_00703.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0375.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00703.jpg
704,taxi_recorte_train_0211.jpg,taxi_recorte_aug_00704.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0211.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00704.jpg
705,taxi_recorte_train_0201.jpg,taxi_recorte_aug_00705.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0201.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00705.jpg
706,taxi_recorte_train_0382.jpg,taxi_recorte_aug_00706.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0382.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00706.jpg
707,taxi_recorte_train_0088.jpg,taxi_recorte_aug_00707.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0088.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00707.jpg
708,taxi_recorte_train_0512.jpg,taxi_recorte_aug_00708.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0512.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00708.jpg
709,taxi_recorte_train_0364.jpg,taxi_recorte_aug_00709.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0364.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00709.jpg
710,taxi_recorte_train_0433.jpg,taxi_recorte_aug_00710.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0433.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00710.jpg
711,taxi_recorte_train_0424.jpg,taxi_recorte_aug_00711.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0424.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00711.jpg
712,taxi_recorte_train_0434.jpg,taxi_recorte_aug_00712.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0434.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00712.jpg
713,taxi_recorte_train_0537.jpg,taxi_recorte_aug_00713.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0537.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00713.jpg
714,taxi_recorte_train_0380.jpg,taxi_recorte_aug_00714.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0380.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00714.jpg
715,taxi_recorte_train_0269.jpg,taxi_recorte_aug_00715.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0269.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00715.jpg
716,taxi_recorte_train_0430.jpg,taxi_recorte_aug_00716.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0430.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00716.jpg
717,taxi_recorte_train_0408.jpg,taxi_recorte_aug_00717.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0408.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00717.jpg
718,taxi_recorte_train_0513.jpg,taxi_recorte_aug_00718.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0513.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00718.jpg
719,taxi_recorte_train_0284.jpg,taxi_recorte_aug_00719.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0284.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00719.jpg
720,taxi_recorte_train_0313.jpg,taxi_recorte_aug_00720.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0313.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00720.jpg
721,taxi_recorte_train_0012.jpg,taxi_recorte_aug_00721.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0012.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00721.jpg
722,taxi_recorte_train_0452.jpg,taxi_recorte_aug_00722.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0452.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00722.jpg
723,taxi_recorte_train_0419.jpg,taxi_recorte_aug_00723.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0419.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00723.jpg
724,taxi_recorte_train_0137.jpg,taxi_recorte_aug_00724.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0137.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00724.jpg
725,taxi_recorte_train_0400.jpg,taxi_recorte_aug_00725.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0400.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00725.jpg
726,taxi_recorte_train_0496.jpg,taxi_recorte_aug_00726.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0496.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00726.jpg
727,taxi_recorte_train_0046.jpg,taxi_recorte_aug_00727.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0046.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00727.jpg
728,taxi_recorte_train_0093.jpg,taxi_recorte_aug_00728.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0093.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00728.jpg
729,taxi_recorte_train_0521.jpg,taxi_recorte_aug_00729.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0521.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00729.jpg
730,taxi_recorte_train_0354.jpg,taxi_recorte_aug_00730.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0354.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00730.jpg
731,taxi_recorte_train_0199.jpg,taxi_recorte_aug_00731.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0199.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00731.jpg
732,taxi_recorte_train_0359.jpg,taxi_recorte_aug_00732.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0359.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00732.jpg
733,taxi_recorte_train_0073.jpg,taxi_recorte_aug_00733.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0073.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00733.jpg
734,taxi_recorte_train_0398.jpg,taxi_recorte_aug_00734.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0398.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00734.jpg
735,taxi_recorte_train_0135.jpg,taxi_recorte_aug_00735.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0135.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00735.jpg
736,taxi_recorte_train_0518.jpg,taxi_recorte_aug_00736.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0518.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00736.jpg
737,taxi_recorte_train_0479.jpg,taxi_recorte_aug_00737.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0479.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00737.jpg
738,taxi_recorte_train_0427.jpg,taxi_recorte_aug_00738.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0427.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00738.jpg
739,taxi_recorte_train_0124.jpg,taxi_recorte_aug_00739.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0124.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00739.jpg
740,taxi_recorte_train_0296.jpg,taxi_recorte_aug_00740.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0296.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00740.jpg
741,taxi_recorte_train_0315.jpg,taxi_recorte_aug_00741.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0315.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00741.jpg
742,taxi_recorte_train_0207.jpg,taxi_recorte_aug_00742.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0207.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00742.jpg
743,taxi_recorte_train_0516.jpg,taxi_recorte_aug_00743.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0516.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00743.jpg
744,taxi_recorte_train_0242.jpg,taxi_recorte_aug_00744.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0242.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00744.jpg
745,taxi_recorte_train_0196.jpg,taxi_recorte_aug_00745.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0196.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00745.jpg
746,taxi_recorte_train_0391.jpg,taxi_recorte_aug_00746.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0391.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00746.jpg
747,taxi_recorte_train_0459.jpg,taxi_recorte_aug_00747.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0459.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00747.jpg
748,taxi_recorte_train_0417.jpg,taxi_recorte_aug_00748.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0417.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00748.jpg
749,taxi_recorte_train_0081.jpg,taxi_recorte_aug_00749.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0081.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00749.jpg
750,taxi_recorte_train_0050.jpg,taxi_recorte_aug_00750.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0050.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00750.jpg
751,taxi_recorte_train_0279.jpg,taxi_recorte_aug_00751.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0279.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00751.jpg
752,taxi_recorte_train_0031.jpg,taxi_recorte_aug_00752.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0031.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00752.jpg
753,taxi_recorte_train_0060.jpg,taxi_recorte_aug_00753.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0060.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00753.jpg
754,taxi_recorte_train_0329.jpg,taxi_recorte_aug_00754.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0329.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00754.jpg
755,taxi_recorte_train_0228.jpg,taxi_recorte_aug_00755.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0228.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00755.jpg
756,taxi_recorte_train_0421.jpg,taxi_recorte_aug_00756.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0421.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00756.jpg
757,taxi_recorte_train_0117.jpg,taxi_recorte_aug_00757.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0117.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00757.jpg
758,taxi_recorte_train_0472.jpg,taxi_recorte_aug_00758.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0472.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00758.jpg
759,taxi_recorte_train_0283.jpg,taxi_recorte_aug_00759.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0283.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00759.jpg
760,taxi_recorte_train_0376.jpg,taxi_recorte_aug_00760.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0376.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00760.jpg
761,taxi_recorte_train_0438.jpg,taxi_recorte_aug_00761.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0438.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00761.jpg
762,taxi_recorte_train_0191.jpg,taxi_recorte_aug_00762.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0191.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00762.jpg
763,taxi_recorte_train_0261.jpg,taxi_recorte_aug_00763.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0261.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00763.jpg
764,taxi_recorte_train_0089.jpg,taxi_recorte_aug_00764.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0089.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00764.jpg
765,taxi_recorte_train_0136.jpg,taxi_recorte_aug_00765.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0136.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00765.jpg
766,taxi_recorte_train_0256.jpg,taxi_recorte_aug_00766.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0256.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00766.jpg
767,taxi_recorte_train_0346.jpg,taxi_recorte_aug_00767.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0346.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00767.jpg
768,taxi_recorte_train_0095.jpg,taxi_recorte_aug_00768.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0095.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00768.jpg
769,taxi_recorte_train_0149.jpg,taxi_recorte_aug_00769.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0149.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00769.jpg
770,taxi_recorte_train_0540.jpg,taxi_recorte_aug_00770.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0540.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00770.jpg
771,taxi_recorte_train_0285.jpg,taxi_recorte_aug_00771.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0285.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00771.jpg
772,taxi_recorte_train_0533.jpg,taxi_recorte_aug_00772.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0533.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00772.jpg
773,taxi_recorte_train_0299.jpg,taxi_recorte_aug_00773.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0299.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00773.jpg
774,taxi_recorte_train_0104.jpg,taxi_recorte_aug_00774.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0104.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_00774.jpg
