indice,imagen_origen,imagen_aumentada,ruta_origen,ruta_aumentada
199,negativos_train_0432.jpg,negativo_aug_00199.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0432.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00199.jpg
200,negativos_train_0159.jpg,negativo_aug_00200.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0159.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00200.jpg
201,negativos_train_0501.jpg,negativo_aug_00201.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0501.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00201.jpg
202,negativos_train_0592.jpg,negativo_aug_00202.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0592.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00202.jpg
203,negativos_train_0341.jpg,negativo_aug_00203.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0341.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00203.jpg
204,negativos_train_0091.jpg,negativo_aug_00204.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0091.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00204.jpg
205,negativos_train_0027.jpg,negativo_aug_00205.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0027.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00205.jpg
206,negativos_train_0171.jpg,negativo_aug_00206.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0171.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00206.jpg
207,negativos_train_0064.jpg,negativo_aug_00207.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0064.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00207.jpg
208,negativos_train_0175.jpg,negativo_aug_00208.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0175.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00208.jpg
209,negativos_train_0267.jpg,negativo_aug_00209.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0267.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00209.jpg
210,negativos_train_0499.jpg,negativo_aug_00210.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0499.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00210.jpg
211,negativos_train_0419.jpg,negativo_aug_00211.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0419.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00211.jpg
212,negativos_train_0611.jpg,negativo_aug_00212.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0611.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00212.jpg
213,negativos_train_0365.jpg,negativo_aug_00213.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0365.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00213.jpg
214,negativos_train_0487.jpg,negativo_aug_00214.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0487.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00214.jpg
215,negativos_train_0423.jpg,negativo_aug_00215.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0423.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00215.jpg
216,negativos_train_0425.jpg,negativo_aug_00216.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0425.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00216.jpg
217,negativos_train_0111.jpg,negativo_aug_00217.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0111.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00217.jpg
218,negativos_train_0283.jpg,negativo_aug_00218.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0283.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00218.jpg
219,negativos_train_0475.jpg,negativo_aug_00219.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0475.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00219.jpg
220,negativos_train_0150.jpg,negativo_aug_00220.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0150.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00220.jpg
221,negativos_train_0595.jpg,negativo_aug_00221.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0595.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00221.jpg
222,negativos_train_0214.jpg,negativo_aug_00222.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0214.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00222.jpg
223,negativos_train_0558.jpg,negativo_aug_00223.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0558.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00223.jpg
224,negativos_train_0317.jpg,negativo_aug_00224.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0317.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00224.jpg
225,negativos_train_0361.jpg,negativo_aug_00225.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0361.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00225.jpg
226,negativos_train_0177.jpg,negativo_aug_00226.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0177.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00226.jpg
227,negativos_train_0020.jpg,negativo_aug_00227.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0020.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00227.jpg
228,negativos_train_0029.jpg,negativo_aug_00228.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0029.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00228.jpg
229,negativos_train_0003.jpg,negativo_aug_00229.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0003.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00229.jpg
230,negativos_train_0144.jpg,negativo_aug_00230.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0144.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00230.jpg
231,negativos_train_0281.jpg,negativo_aug_00231.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0281.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00231.jpg
232,negativos_train_0181.jpg,negativo_aug_00232.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0181.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00232.jpg
233,negativos_train_0531.jpg,negativo_aug_00233.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0531.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00233.jpg
234,negativos_train_0114.jpg,negativo_aug_00234.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0114.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00234.jpg
235,negativos_train_0515.jpg,negativo_aug_00235.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0515.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00235.jpg
236,negativos_train_0303.jpg,negativo_aug_00236.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0303.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00236.jpg
237,negativos_train_0491.jpg,negativo_aug_00237.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0491.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00237.jpg
238,negativos_train_0524.jpg,negativo_aug_00238.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0524.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00238.jpg
239,negativos_train_0034.jpg,negativo_aug_00239.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0034.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00239.jpg
240,negativos_train_0198.jpg,negativo_aug_00240.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0198.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00240.jpg
241,negativos_train_0351.jpg,negativo_aug_00241.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0351.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00241.jpg
242,negativos_train_0478.jpg,negativo_aug_00242.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0478.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00242.jpg
243,negativos_train_0517.jpg,negativo_aug_00243.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0517.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00243.jpg
244,negativos_train_0071.jpg,negativo_aug_00244.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0071.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00244.jpg
245,negativos_train_0213.jpg,negativo_aug_00245.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0213.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00245.jpg
246,negativos_train_0443.jpg,negativo_aug_00246.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0443.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00246.jpg
247,negativos_train_0163.jpg,negativo_aug_00247.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0163.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00247.jpg
248,negativos_train_0024.jpg,negativo_aug_00248.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0024.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00248.jpg
249,negativos_train_0014.jpg,negativo_aug_00249.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0014.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00249.jpg
250,negativos_train_0337.jpg,negativo_aug_00250.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0337.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00250.jpg
251,negativos_train_0339.jpg,negativo_aug_00251.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0339.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00251.jpg
252,negativos_train_0429.jpg,negativo_aug_00252.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0429.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00252.jpg
253,negativos_train_0453.jpg,negativo_aug_00253.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0453.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00253.jpg
254,negativos_train_0504.jpg,negativo_aug_00254.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0504.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00254.jpg
255,negativos_train_0130.jpg,negativo_aug_00255.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0130.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00255.jpg
256,negativos_train_0609.jpg,negativo_aug_00256.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0609.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00256.jpg
257,negativos_train_0397.jpg,negativo_aug_00257.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0397.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00257.jpg
258,negativos_train_0562.jpg,negativo_aug_00258.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0562.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00258.jpg
259,negativos_train_0108.jpg,negativo_aug_00259.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0108.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00259.jpg
260,negativos_train_0145.jpg,negativo_aug_00260.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0145.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00260.jpg
261,negativos_train_0140.jpg,negativo_aug_00261.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0140.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00261.jpg
262,negativos_train_0356.jpg,negativo_aug_00262.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0356.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00262.jpg
263,negativos_train_0496.jpg,negativo_aug_00263.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0496.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00263.jpg
264,negativos_train_0060.jpg,negativo_aug_00264.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0060.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00264.jpg
265,negativos_train_0279.jpg,negativo_aug_00265.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0279.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00265.jpg
266,negativos_train_0069.jpg,negativo_aug_00266.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0069.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00266.jpg
267,negativos_train_0054.jpg,negativo_aug_00267.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0054.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00267.jpg
268,negativos_train_0545.jpg,negativo_aug_00268.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0545.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00268.jpg
269,negativos_train_0286.jpg,negativo_aug_00269.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0286.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00269.jpg
270,negativos_train_0155.jpg,negativo_aug_00270.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0155.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00270.jpg
271,negativos_train_0492.jpg,negativo_aug_00271.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0492.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00271.jpg
272,negativos_train_0319.jpg,negativo_aug_00272.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0319.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00272.jpg
273,negativos_train_0146.jpg,negativo_aug_00273.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0146.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00273.jpg
274,negativos_train_0190.jpg,negativo_aug_00274.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0190.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00274.jpg
275,negativos_train_0126.jpg,negativo_aug_00275.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0126.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00275.jpg
276,negativos_train_0314.jpg,negativo_aug_00276.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0314.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00276.jpg
277,negativos_train_0179.jpg,negativo_aug_00277.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0179.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00277.jpg
278,negativos_train_0463.jpg,negativo_aug_00278.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0463.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00278.jpg
279,negativos_train_0398.jpg,negativo_aug_00279.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0398.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00279.jpg
280,negativos_train_0490.jpg,negativo_aug_00280.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0490.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00280.jpg
281,negativos_train_0347.jpg,negativo_aug_00281.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0347.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00281.jpg
282,negativos_train_0276.jpg,negativo_aug_00282.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0276.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00282.jpg
283,negativos_train_0287.jpg,negativo_aug_00283.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0287.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00283.jpg
284,negativos_train_0052.jpg,negativo_aug_00284.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0052.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00284.jpg
285,negativos_train_0289.jpg,negativo_aug_00285.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0289.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00285.jpg
286,negativos_train_0005.jpg,negativo_aug_00286.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0005.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00286.jpg
287,negativos_train_0038.jpg,negativo_aug_00287.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0038.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00287.jpg
288,negativos_train_0298.jpg,negativo_aug_00288.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0298.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00288.jpg
289,negativos_train_0552.jpg,negativo_aug_00289.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0552.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00289.jpg
290,negativos_train_0154.jpg,negativo_aug_00290.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0154.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00290.jpg
291,negativos_train_0400.jpg,negativo_aug_00291.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0400.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00291.jpg
292,negativos_train_0203.jpg,negativo_aug_00292.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0203.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00292.jpg
293,negativos_train_0340.jpg,negativo_aug_00293.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0340.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00293.jpg
294,negativos_train_0467.jpg,negativo_aug_00294.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0467.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00294.jpg
295,negativos_train_0326.jpg,negativo_aug_00295.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0326.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00295.jpg
296,negativos_train_0596.jpg,negativo_aug_00296.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0596.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00296.jpg
297,negativos_train_0134.jpg,negativo_aug_00297.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0134.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00297.jpg
298,negativos_train_0162.jpg,negativo_aug_00298.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0162.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00298.jpg
299,negativos_train_0268.jpg,negativo_aug_00299.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0268.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00299.jpg
300,negativos_train_0290.jpg,negativo_aug_00300.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0290.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00300.jpg
301,negativos_train_0299.jpg,negativo_aug_00301.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0299.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00301.jpg
302,negativos_train_0565.jpg,negativo_aug_00302.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0565.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00302.jpg
303,negativos_train_0316.jpg,negativo_aug_00303.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0316.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00303.jpg
304,negativos_train_0021.jpg,negativo_aug_00304.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0021.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00304.jpg
305,negativos_train_0313.jpg,negativo_aug_00305.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0313.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00305.jpg
306,negativos_train_0329.jpg,negativo_aug_00306.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0329.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00306.jpg
307,negativos_train_0427.jpg,negativo_aug_00307.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0427.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_00307.jpg
